,timestamp,cpu usage,memory usage
262,12:53:20,12.6,1.5
263,12:53:21,0.1,1.5
264,12:53:22,0.1,1.5
265,12:53:23,0.1,1.5
266,12:53:24,0.1,1.5
267,12:53:25,4.2,1.5
268,12:53:26,14.4,1.5
269,12:53:27,14.3,1.5
270,12:53:28,14.7,1.5
271,12:53:29,14.6,1.5
272,12:53:30,14.4,1.4
273,12:53:31,14.5,1.5
274,12:53:32,14.4,1.5
275,12:53:33,14.3,1.5
276,12:53:34,14.5,1.5
277,12:53:35,14.4,1.5
278,12:53:36,14.3,1.4
279,12:53:37,14.4,1.4
280,12:53:38,14.4,1.4
281,12:53:39,14.4,1.4
282,12:53:40,14.5,1.4
283,12:53:41,14.4,1.4
284,12:53:42,14.3,1.4
285,12:53:43,14.4,1.4
286,12:53:44,14.3,1.4
287,12:53:45,14.4,1.4
288,12:53:46,14.3,1.4
289,12:53:47,14.4,1.4
290,12:53:48,14.3,1.4
291,12:53:49,14.8,1.5
292,12:53:50,14.4,1.5
293,12:53:51,14.3,1.5
294,12:53:52,14.4,1.5
295,12:53:53,14.3,1.5
296,12:53:54,14.4,1.5
297,12:53:55,9.4,1.5
298,12:53:56,0.1,1.5
299,12:53:57,0,1.5
300,12:53:58,0.4,1.5
301,12:53:59,0.1,1.5
302,12:54:00,15.2,1.5
303,12:54:01,16.2,1.5
304,12:54:02,16.1,1.5
305,12:54:03,16.2,1.5
306,12:54:04,16.1,1.5
307,12:54:05,16.1,1.5
308,12:54:06,16.2,1.5
309,12:54:07,16.3,1.5
310,12:54:08,16.2,1.5
311,12:54:09,16.1,1.5
312,12:54:10,16.2,1.5
313,12:54:11,16.1,1.5
314,12:54:12,16.1,1.5
315,12:54:13,16.2,1.5
316,12:54:14,16.2,1.5
317,12:54:15,16.2,1.5
318,12:54:16,16.1,1.5
319,12:54:17,16.1,1.5
320,12:54:18,16.1,1.5
321,12:54:19,16.5,1.5
322,12:54:20,16.2,1.5
323,12:54:22,16.3,1.5
324,12:54:23,16.2,1.5
325,12:54:24,16.1,1.5
326,12:54:25,16.1,1.5
327,12:54:26,16.2,1.5
328,12:54:27,16.1,1.5
329,12:54:28,16.3,1.5
330,12:54:29,15.9,1.5
331,12:54:30,0.2,1.5
332,12:54:31,0.1,1.5
333,12:54:32,0.1,1.5
334,12:54:33,0.1,1.5
335,12:54:34,0,1.5
336,12:54:35,2.6,1.5
337,12:54:36,17.9,1.5
338,12:54:37,17.9,1.5
339,12:54:38,17.9,1.5
340,12:54:39,18,1.5
341,12:54:40,17.9,1.5
342,12:54:41,18,1.5
343,12:54:42,18.1,1.5
344,12:54:43,22.1,1.5
345,12:54:44,17.9,1.5
346,12:54:45,18,1.5
347,12:54:46,17.9,1.5
348,12:54:47,18,1.5
349,12:54:48,17.9,1.5
350,12:54:49,17.9,1.5
351,12:54:50,18.2,1.5
352,12:54:51,18,1.5
353,12:54:52,18,1.5
354,12:54:53,18.2,1.5
355,12:54:54,18,1.5
356,12:54:55,17.9,1.5
357,12:54:56,18,1.5
358,12:54:57,17.9,1.5
359,12:54:58,18,1.5
360,12:54:59,17.9,1.5
361,12:55:00,17.9,1.5
362,12:55:01,17.9,1.5
363,12:55:02,17.9,1.5
364,12:55:03,18,1.5
365,12:55:04,17.9,1.5
366,12:55:05,14.9,1.5
367,12:55:06,0.1,1.5
368,12:55:07,0.1,1.5
369,12:55:08,0.1,1.5
370,12:55:09,0.1,1.5
371,12:55:10,0.1,1.5
372,12:55:11,0.9,1.5
373,12:55:12,19.7,1.5
374,12:55:13,19.9,1.5
375,12:55:14,19.8,1.5
376,12:55:15,19.7,1.5
377,12:55:16,19.7,1.5
378,12:55:17,19.7,1.5
379,12:55:18,19.7,1.5
380,12:55:19,19.7,1.5
381,12:55:20,20.1,1.5
382,12:55:21,19.7,1.5
383,12:55:22,19.7,1.5
384,12:55:23,19.7,1.5
385,12:55:24,19.8,1.5
386,12:55:25,19.7,1.5
387,12:55:26,19.7,1.5
388,12:55:27,19.7,1.5
389,12:55:28,19.8,1.5
390,12:55:29,20,1.5
391,12:55:30,19.7,1.5
392,12:55:31,19.7,1.5
393,12:55:32,19.8,1.5
394,12:55:33,20.3,1.5
395,12:55:34,19.8,1.5
396,12:55:35,19.7,1.5
397,12:55:36,19.8,1.5
398,12:55:37,19.7,1.5
399,12:55:38,19.8,1.5
400,12:55:39,19.8,1.5
401,12:55:40,19.7,1.5
402,12:55:41,17.4,1.5
403,12:55:42,0.1,1.5
404,12:55:43,0.1,1.5
405,12:55:44,0.1,1.5
406,12:55:45,0.1,1.5
407,12:55:46,0,1.5
408,12:55:47,20.8,1.5
409,12:55:48,21.4,1.5
410,12:55:49,21.6,1.5
411,12:55:50,21.8,1.5
412,12:55:51,21.6,1.5
413,12:55:52,21.4,1.5
414,12:55:53,21.5,1.5
415,12:55:54,21.5,1.5
416,12:55:55,21.9,1.5
417,12:55:56,21.5,1.5
418,12:55:57,21.4,1.5
419,12:55:58,21.5,1.5
420,12:55:59,21.5,1.5
421,12:56:00,21.5,1.5
422,12:56:01,21.5,1.5
423,12:56:02,21.5,1.5
424,12:56:03,21.6,1.5
425,12:56:04,21.4,1.5
426,12:56:05,21.7,1.5
427,12:56:06,21.6,1.5
428,12:56:07,21.5,1.5
429,12:56:08,21.6,1.5
430,12:56:09,21.7,1.5
431,12:56:10,21.6,1.5
432,12:56:11,21.5,1.5
433,12:56:12,21.5,1.5
434,12:56:13,21.5,1.5
435,12:56:14,21.5,1.5
436,12:56:15,21.6,1.5
437,12:56:16,20.5,1.5
438,12:56:17,0.1,1.5
439,12:56:18,0.1,1.5
440,12:56:19,0.1,1.5
441,12:56:20,0.1,1.4
442,12:56:21,12.7,1.5
443,12:56:22,23.4,1.5
444,12:56:23,23.5,1.5
445,12:56:24,23.4,1.5
446,12:56:25,23.4,1.5
447,12:56:26,23.4,1.5
448,12:56:27,23.4,1.5
449,12:56:28,23.3,1.5
450,12:56:29,23.4,1.5
451,12:56:30,23.4,1.5
452,12:56:31,23.4,1.5
453,12:56:32,23.3,1.5
454,12:56:33,23.4,1.5
455,12:56:34,23.2,1.5
456,12:56:35,23.4,1.5
457,12:56:36,23.3,1.5
458,12:56:37,23.3,1.5
459,12:56:38,23.4,1.5
460,12:56:39,23.2,1.5
461,12:56:40,23.3,1.5
462,12:56:41,23.2,1.5
463,12:56:42,23.3,1.5
464,12:56:43,23.4,1.5
465,12:56:44,23.2,1.5
466,12:56:45,23.3,1.5
467,12:56:46,23.3,1.5
468,12:56:47,23.3,1.5
469,12:56:48,23.4,1.5
470,12:56:49,23.3,1.5
471,12:56:50,23.6,1.5
472,12:56:51,9.2,1.4
473,12:56:52,0.1,1.4
474,12:56:53,0.3,1.5
475,12:56:54,5,1.5
476,12:56:55,2.4,1.5
477,12:56:56,25,1.5
478,12:56:57,25.1,1.5
479,12:56:58,25,1.5
